x,y,xa,ya
-70,360,-48.05182938169096,377.7984078025085
-70,365,-47.78068058188244,381.6280574236859
-70,370,-47.50893864979134,387.091141294822
-70,375,-47.36251966579923,392.5864458737078
-60,200,-46.65018133907654,223.71290675428415
-60,205,-46.330505060360245,229.0403071468737
-60,210,-46.096488613267745,233.32639832338413
-60,215,-45.86974784902535,238.47526094812284
-60,220,-45.54194838143068,242.8751439184959
-60,225,-45.284520277289,248.0761145053816
-60,230,-45.08668475732084,252.76744682280554
-60,235,-44.79621882249572,257.0047260406239
-60,240,-44.55117113259281,262.2970236708602
-60,245,-44.2853970554849,266.95827481306
-60,250,-43.97548065177297,271.53500835725447
-60,255,-43.7267937809765,276.2604028783164
-60,260,-43.28493605556532,280.53414812512796
-60,265,-43.16028269024755,285.30605183949706
-60,270,-42.837296125778835,290.0516889013987
-60,275,-42.61072494262622,295.0899747372063
-60,280,-42.37454920985355,299.88834374677594
-60,285,-41.994864368958446,304.13603789336963
-60,290,-41.883658776746415,309.10082135295136
-60,295,-41.497750677039804,314.07097917530467
-60,300,-41.29825102398674,318.67540403649286
-60,305,-41.010606836795624,323.60468403261956
-60,310,-40.63113230033447,328.24628006405146
-60,315,-40.69913819804347,334.364164990927
-60,320,-39.992594779744344,337.7761455602196
-60,325,-39.85241027023137,342.5235481885471
-60,330,-39.52647092136136,347.3838352504108
-60,335,-39.36194192658774,352.18307652915314
-60,340,-39.03531022802612,357.3300479854486
-60,345,-38.820303742221775,362.46399585577734
-60,350,-38.52271576810691,367.533995896554
-60,355,-38.1976563397194,372.6429010797776
-60,360,-37.93794149239025,377.26603204910936
-60,365,-37.51013102351327,382.2784539429131
-60,370,-37.44574041318842,387.4628024514672
-60,375,-37.20973438805196,392.1459224409674
-50,200,-37.365264630496114,223.45281986993848
-50,205,-36.88058630729169,228.9782196752629
-50,210,-36.95737436512123,233.3284386281065
-50,215,-36.233328365601665,238.25287713425166
-50,220,-36.36031014508025,242.29418733157254
-50,225,-36.108022061133305,247.12952297680584
-50,230,-35.852983678159944,251.60831105070127
-50,235,-35.515459724398134,256.2917844011169
-50,240,-35.18442533037375,260.9606266135924
-50,245,-34.91558922526784,266.10088570931487
-50,250,-34.60171559374334,270.16176384543076
-50,255,-34.45180987301537,274.6070833321303
-50,260,-34.14331960315998,280.17719320480904
-50,265,-33.860699410942516,284.79979999543525
-50,270,-33.66926231401354,289.1478851980686
-50,275,-33.31573967368809,294.5939357396456
-50,280,-33.13050513923622,298.5961515554218
-50,285,-32.88131453893856,303.44232915714497
-50,290,-32.65145954066562,308.07677281517397
-50,295,-32.33026748333858,313.6032642950059
-50,300,-32.15920439714337,318.54448738491004
-50,305,-31.75102523053419,322.5775781985346
-50,310,-31.539665767491588,328.09209449827597
-50,315,-31.276424730818665,332.75849102364054
-50,320,-30.930438940157078,337.98214270384017
-50,325,-30.703702394412964,342.42760685869257
-50,330,-30.477518201562226,346.84327219058963
-50,335,-30.19503681487111,351.53782990695646
-50,340,-29.87753254415196,356.7519114725263
-50,345,-29.584974184858595,361.85421080426926
-50,350,-29.278925369262417,366.91756700175887
-50,355,-29.09021974840215,371.9845979820134
-50,360,-28.69361381383329,376.4720885822617
-50,365,-28.594782454510504,382.0669525035101
-50,370,-28.137663642542734,387.1689071634374
-50,375,-27.949261577953113,391.99832406940516
-40,200,-27.61829103620795,223.40603470248774
-40,205,-27.41418505699428,227.77904963511983
-40,210,-27.061469288197205,232.9175085821549
-40,215,-26.943477187867515,237.12851671305367
-40,220,-26.57150283669905,242.05715689021065
-40,225,-26.294288112663118,246.6756878971548
-40,230,-25.97189114888535,251.2128693736788
-40,235,-25.685733785737032,256.8395746404668
-40,240,-25.38840020545621,261.09549238239003
-40,245,-25.177803870365125,265.813611656855
-40,250,-24.82013678619091,270.4482844485617
-40,255,-24.583089082872494,276.08842043238394
-40,260,-24.426170061427968,279.78093191026073
-40,265,-24.0079021725135,284.68410390691247
-40,270,-23.811343215234483,288.90646211265545
-40,275,-23.722559408866843,294.204825605149
-40,280,-23.387133699344247,298.3042625040381
-40,285,-23.05226128329754,303.9695542527328
-40,290,-22.92961938047385,308.4221254434691
-40,295,-22.63594060155969,313.45509176613683
-40,300,-22.359715571782527,317.7587204343465
-40,305,-22.06339891020119,323.2499660647706
-40,310,-21.74931353782085,327.9535955025643
-40,315,-21.710993759782113,333.5957435626043
-40,320,-21.446453998006728,337.48477786303846
-40,325,-21.174078669785157,342.11657881140627
-40,330,-20.810962106983112,347.38320965298993
-40,335,-20.487318895790253,352.39374275745416
-40,340,-20.339859676635708,356.9786230542799
-40,345,-19.984917163332373,361.4814596451939
-40,350,-19.71235099629845,366.8033496340212
-40,355,-19.415796907094457,372.21018423985697
-40,360,-19.070338482954437,376.6825713098111
-40,365,-18.83475968138136,381.78116861560625
-40,370,-18.615065593007532,386.80743080230076
-40,375,-18.26928622927456,391.64366136251476
-30,205,-17.961255519732898,227.48244942122557
-30,210,-17.658282457443526,232.00588450363483
-30,215,-17.33501847868676,237.67787818755028
-30,220,-17.09121839397793,242.09288558247812
-30,225,-16.883492594868514,246.37898840217545
-30,230,-16.585051183643746,250.36595485952853
-30,235,-16.31946193143238,255.2834690061323
-30,240,-15.935191626391244,260.9813917863192
-30,245,-15.725519124353077,265.5018983626877
-30,250,-15.441332026427544,269.75137810635994
-30,255,-15.08491288153663,274.22190614729317
-30,260,-14.879505336108378,279.5327268980992
-30,265,-14.58472844980551,284.75565595284525
-30,270,-14.39496537211907,288.93245133556195
-30,275,-14.181758972583555,293.83077510304474
-30,280,-13.891540894213492,298.53542713568993
-30,285,-13.513949751371062,303.23942257429565
-30,290,-13.306126754141383,308.20738318164086
-30,295,-13.041931897649938,312.10601318348887
-30,300,-12.821548959111702,317.2370132661896
-30,305,-12.488133627809953,322.2529551222071
-30,310,-12.167078360271931,327.2782045929042
-30,315,-11.97337618706967,332.36517978435216
-30,320,-11.645284230236049,337.21557046447856
-30,325,-11.383598482348622,342.2056411358145
-30,330,-11.115572476718828,346.9108036745826
-30,335,-10.81304132346591,351.5385612436731
-30,340,-10.549827799984582,356.71060659120013
-30,345,-10.233605086495956,361.94805291407215
-30,350,-9.883989446302254,366.69309687538515
-30,355,-9.574236784756348,371.4914245724476
-30,360,-9.376373927363774,377.6404532426003
-30,365,-9.112185020790726,381.45230906503525
-30,370,-8.810882663069936,387.2275852514519
-30,375,-8.464615771416732,391.5945423360127
-20,200,-9.529765165995624,221.25081295973033
-20,205,-9.411534021489945,226.3818122405505
-20,210,-9.066081125594984,232.22138950190111
-20,215,-8.941838990136208,235.83752593292814
-20,220,-8.573218127720937,240.7351725993998
-20,225,-8.42023798050425,245.3055024469695
-20,230,-8.109188977067058,250.14551535672985
-20,235,-7.88562128279737,255.30130277563498
-20,240,-7.637211978918787,259.8389481700802
-20,245,-7.40570531287549,264.02805272816863
-20,250,-7.1599873821596605,269.24285137839325
-20,255,-6.904546075362951,273.665437669354
-20,260,-6.721412403488423,278.6434598728353
-20,265,-6.39488665666218,283.0061421639464
-20,270,-6.139105090247986,288.61715417286325
-20,275,-5.837920962339298,293.36407367833897
-20,280,-5.546923550387187,297.2405043081261
-20,285,-5.257826606175097,302.29087926931544
-20,290,-5.169059746734153,307.48240594641015
-20,295,-4.938190147196549,311.9415360468719
-20,300,-4.621880061487112,315.99473372910137
-20,305,-4.362944812973818,320.6294715953483
-20,310,-4.121807371219115,325.82543424907766
-20,315,-3.8129899485955177,331.3632757243678
-20,320,-3.468877251265884,336.3506688240359
-20,325,-3.2720896223931786,340.89188441073037
-20,330,-2.783685001528652,345.93095374517907
-20,335,-2.643019908765907,350.8391812720524
-20,340,-2.6171226403880614,356.0667897861695
-20,345,-2.19466540508377,360.7772784591042
-20,350,-1.9960923358862714,365.5210394171308
-20,355,-1.6747991839645688,370.62965143105384
-20,360,-1.3330293914489562,376.1026358162863
-20,365,-1.0365927253442355,381.3822829453466
-20,370,-0.7152206513614292,386.719505437963
-20,375,-0.6382642497244422,390.8394229974586
-10,200,-0.28849764410317946,221.33851799845564
-10,205,0.10740395912711198,227.13682322952954
-10,210,0.3315685189238571,231.6898637815006
-10,215,0.6251126766537141,235.76143097053327
-10,220,0.871302231399909,240.5576575264264
-10,225,1.0951136282033602,244.85965511905877
-10,230,1.3997710413856401,249.8658066822486
-10,235,1.7105056797586555,254.26809304863005
-10,240,2.0013474394491633,258.9159084009235
-10,245,2.221345390070054,263.62109616169346
-10,250,2.5098736298989848,268.538181046506
-10,255,2.9041998776179314,273.28474203143446
-10,260,3.1552686885053363,278.6376090175698
-10,265,3.3639008031976916,283.4590156653015
-10,270,3.7139606610344424,288.085725654275
-10,275,4.058267290153034,292.85043739251495
-10,280,4.19496885922598,297.8525036320717
-10,285,4.6330817494181495,302.43886039954566
-10,290,5.004910078180157,307.95727991022426
-10,295,5.221427503840025,311.56127393497275
-10,300,5.487167122431417,316.9785563140962
-10,305,5.835762957374486,320.96719054794846
-10,310,6.182587217647847,326.40811145483514
-10,315,6.438947136842031,330.83646800285015
-10,320,6.835617531521515,336.6193151703854
-10,325,7.075811435756766,340.8636154558095
-10,330,7.374312216433003,345.8211554332022
-10,335,7.674332433237222,351.19179182725054
-10,340,7.961220087984035,355.789058184117
-10,345,8.330004305274846,360.7913328740768
-10,350,8.679017885699453,365.543510863899
-10,355,9.024484454710263,370.7919481933755
-10,360,9.252681262890198,375.24669000428014
-10,365,9.646443694518254,380.3916133722659
-10,370,9.971445973488988,385.7419981393588
-10,375,10.25285893626678,390.5036060766551
0,200,8.995434492761623,221.79894304774913
0,205,9.258212044251273,226.0940673498485
0,210,9.662767862985355,231.54553364032682
0,215,9.743299951351577,235.75552824608056
0,220,9.981417478432322,240.36412554643542
0,225,10.311010869951106,244.62160095807207
0,230,10.526089915113412,249.60674666181947
0,235,10.884135924556418,254.14364361739763
0,240,11.126635486298138,259.2680869997546
0,245,11.419316959344023,264.048839258669
0,250,11.715989216628236,268.4680758453195
0,255,11.915638421829572,273.50340545701204
0,260,12.278305772707512,277.723292787352
0,265,12.532975858332206,283.1151185133517
0,270,12.850634746774169,288.1682366661866
0,275,13.03610077905144,292.2159128968516
0,280,13.316940045393983,297.27291810010024
0,285,13.616065482373802,300.77397979468475
0,290,13.901252807270847,305.8430140210693
0,295,14.276354954235382,311.73573478102213
0,300,14.507116654111252,316.30518897791416
0,305,14.93869235833522,322.0348965868702
0,310,15.1110315272512,325.8415098395274
0,315,15.554098284176197,331.13906526033537
0,320,15.759465859252472,335.654599720527
0,325,15.999719296980173,340.6033358495122
0,330,16.47089916577157,346.39523111046356
0,335,16.711499970717476,350.5425225860197
0,340,16.90994549643553,355.7021618711571
0,345,17.33372229535341,360.05418459353774
0,350,17.730896239150443,365.54049641478406
0,355,17.938201300664403,370.40266078913567
0,360,18.16485980530148,375.5679669353876
0,365,18.486891561548017,380.3250737692211
0,370,18.749293199845564,385.9144282060101
0,375,19.142914550246804,390.61202828200163
10,200,20.831863551380522,218.526631144668
10,205,21.187743001571864,224.44315822714984
10,210,21.33159373898792,228.3967835327503
10,215,21.559796514413705,233.4782789185079
10,220,22.18072018172739,238.51246342641588
10,225,22.37600716249842,243.09551513492488
10,230,22.76951441219305,247.66631956144278
10,235,23.040182927405016,252.83942742574303
10,240,23.417084124478006,257.8172252366435
10,245,23.633656257756012,261.83091059310993
10,250,24.041736503630005,267.1848636209438
10,255,24.41507427409376,272.34533096796747
10,260,24.656086441047908,277.58273965992527
10,265,25.06746301925339,281.93329248904547
10,270,25.360951662572422,286.16963690654353
10,275,25.888416724514947,291.1928820986982
10,280,26.157288744533744,295.96348386339645
10,285,26.421922419925053,301.45540177796613
10,290,26.780377580138065,306.0845901587249
10,295,27.01501440137738,310.6528500441706
10,300,27.46916525181779,315.9715239126932
10,305,27.995168469659568,320.9377550727918
10,310,28.277141655576557,326.29036217967484
10,315,28.788130004345767,331.01454948465994
10,320,28.93954019022957,336.2826416103523
10,325,29.61527612998665,340.88768930019836
10,330,30.145178574755732,344.81406439211975
10,335,30.379707904245237,350.67269376341574
10,340,30.6897567668415,355.5294443296778
10,345,31.15051047740333,360.6103285524179
10,350,31.15837488289071,365.31508350122516
10,355,31.408612850229545,369.97586443869994
10,360,31.800319521777766,375.0571371650043
10,365,32.27937942123608,380.10274578650353
10,370,32.615319653740144,384.5213494484342
10,375,33.0341027974831,390.32671260359604
20,200,31.37771561705798,217.94997398125355
20,205,31.563576167977097,223.67803888715514
20,210,31.994854006129145,229.01940349888594
20,215,32.19771474877042,233.5285180670379
20,220,32.503067174582746,238.38921302882727
20,225,32.792648286906015,242.46967085537125
20,230,33.199114119928645,248.0138278719754
20,235,33.40962946405418,252.31492393624717
20,240,33.650950073351495,257.4134675548286
20,245,34.057820211268364,262.15257712448283
20,250,34.4965749810947,267.11282409082406
20,255,34.760499630194474,271.52948959455045
20,260,35.096337824203815,276.1966995275827
20,265,35.374752683136066,281.41792274682246
20,270,35.849419189686735,287.1665183158248
20,275,36.19925429723947,291.84363348797785
20,280,36.47543602003422,296.4644997967688
20,285,36.92572780229998,300.8321899725307
20,290,37.300853739417505,305.03333009991
20,295,37.50211428609579,310.2876978356649
20,300,37.74745105655792,316.0223283711538
20,305,38.20080268255538,320.8768483372809
20,310,38.402763722083044,325.82223601501465
20,315,38.622587970488354,328.98609986202797
20,320,39.26273063486188,335.18850196381754
20,325,39.7657581666168,340.21209654632935
20,330,39.9897969256579,344.90852936048344
20,335,40.23023507242295,350.2029846762871
20,340,40.647630703115816,355.56330427686225
20,345,40.81858581678788,360.756433847923
20,350,41.236386161396375,364.61734617223976
20,355,41.687044567861896,369.3342868126944
20,360,41.94904211923758,375.1329166235816
20,365,42.22682856157067,380.12734725875106
20,370,42.540779651912345,384.13439502640836
20,375,43.21796020583976,389.72135137087395
30,200,36.63176856058545,217.51199633451506
30,205,37.32735335703112,223.06319623071482
30,210,37.647763762904724,227.83150351016334
30,215,37.61300024870285,233.1243268208525
30,220,37.798610122641094,238.239606637149
30,225,38.166705575658675,242.50394577933966
30,230,38.371080320773714,247.04680528782856
30,235,38.78722442433164,252.66758486710665
30,240,39.04929767411522,257.15710423530527
30,245,39.29583410865307,261.4875980825768
30,250,39.43811992567372,266.81108271933874
30,255,39.88656009502611,271.87685856042935
30,260,40.09062166076156,276.40765469592736
30,265,40.49936127107126,281.5365748288684
30,270,40.81138378494608,286.41715611833473
30,275,41.09547920282975,291.27358657705383
30,280,41.270911038196495,296.09932149811874
30,285,41.451938286691124,299.9628161619157
30,290,41.77443088966114,305.0559120441314
30,295,41.98114847101858,310.0530111960761
30,300,42.244394986833996,314.3438751264638
30,305,43.02827393803589,319.33711048581654
30,310,43.06558449800853,324.2681602913756
30,315,43.24330672320167,329.75282561424933
30,320,43.50919306559024,335.02015903746167
30,325,43.976949440250465,339.5675103497026
30,330,44.161545702097584,343.9771481970634
30,335,44.4077809055954,349.0072221561453
30,340,45.42947436078839,353.5814133233176
30,345,45.21756216021967,359.4192516199165
30,350,45.45691047227492,363.9359772870789
30,355,45.62812551725928,368.6484930539596
30,360,45.99828600632092,373.5132914631884
30,365,46.717628863857094,378.5789455227315
30,370,46.58337359005448,384.082913232509
30,375,46.687253339501225,388.4135852315625
40,200,46.99671534517057,218.51010798174477
40,205,47.07666970123779,222.77243270952118
40,210,46.950937563765734,227.605983579343
40,215,47.45835084250449,232.95213688828989
40,220,47.46529618302429,237.82133022372685
40,225,48.037463612867455,242.2211534063059
40,230,48.047972094911906,247.10298545668417
40,235,48.36003913126109,251.7321170875882
40,240,48.838684056676904,256.38886665620066
40,245,49.007511454360376,261.5297088473891
40,250,49.48089254195443,266.2570788724066
40,255,49.622348647202976,270.6156857749999
40,260,49.98933615943746,275.7347314310072
40,265,50.6121298193131,281.2729101383308
40,270,50.48515250427275,285.42322701105314
40,275,51.04598632946142,289.5464324232502
40,280,51.64194953953645,295.4224920830236
40,285,51.41964527950144,300.0575273585413
40,290,51.65567312885443,304.5669166156195
40,295,51.93775644293924,310.0003733892087
40,300,52.02231935041072,314.31407413596224
40,305,52.527349180262966,319.81584001501506
40,310,52.71926986165545,324.4651731933665
40,315,53.094576357879454,329.3587952922363
40,320,53.6077955964644,334.44218367091605
40,325,53.82761196341221,339.50440452784585
40,330,54.01976239955297,344.78692787822
40,335,54.391809362488765,349.21964575458355
40,340,54.987087087167325,354.8949478360722
40,345,54.745183633047496,358.48862107970103
40,350,55.05413042786334,363.71537467303324
40,355,55.32429041127168,368.8555090901593
40,360,55.576627724998026,373.42410957141686
40,365,55.93019786367684,378.8312529361665
40,370,56.13116083883656,383.80763346049287
40,375,56.382927432961466,389.16919623736305
50,200,57.550564378183864,218.38919824793257
50,205,56.76650798140913,222.25247340898034
50,210,56.854276286046556,227.255599608239
50,215,57.249182443796826,231.75645394737427
50,220,57.47304963787873,236.2777617461719
50,225,57.89223109712484,241.00013619577135
50,230,58.0474726382634,246.22817369494982
50,235,58.2988911851771,250.6869429188513
50,240,58.52207509116592,255.16867989103568
50,245,58.756390916007874,260.48838722914064
50,250,59.02783914670687,265.4262140825451
50,255,59.4165585514615,270.9214001294161
50,260,59.823025850706266,275.3199007958486
50,265,60.43126287983322,280.96948054942476
50,270,60.56985702988005,284.7178431385886
50,275,60.946477792142296,290.2582436084673
50,280,61.20311137587724,295.3149547553208
50,285,61.478397935402825,299.70994937117126
50,290,61.71925268909581,304.37878417797447
50,295,61.94860443309272,308.82791428489935
50,300,62.27717206887665,313.6208275457764
50,305,62.7381870034378,319.0705017487825
50,310,62.991101674375095,323.92476441373907
50,315,63.32922980375023,328.2278611642813
50,320,63.60857119675306,333.36429234549064
50,325,63.89605146399738,338.36835389982906
50,330,64.424771554109,343.89471315587184
50,335,64.87765743011842,349.16054778823604
50,340,65.23595669910262,353.2686092182496
50,345,65.64118279833002,358.6244190676872
50,350,65.67789326113876,363.2830028445885
50,355,65.83073425799441,368.4463339079828
50,360,66.09237934017158,373.9557604345039
50,365,66.35736794269647,378.2143631406908
50,370,66.95789518979025,382.8476670670696
50,375,67.07219383740406,388.0419255362644
60,200,67.3148907030309,217.53799029235356
60,205,66.91060280835624,221.40319095796227
60,210,66.89048805550638,226.12378791807635
60,215,67.42654117537393,231.40771308574463
60,220,67.77262719126067,236.70872377655323
60,225,67.94562394951247,240.67416785886377
60,230,68.3410250426181,246.08496935633136
60,235,68.5127939892966,250.93636212903934
60,240,68.80423382959137,255.4236173901685
60,245,69.07853885801819,261.41506236417104
60,250,69.45455437468688,265.9959554659792
60,255,69.58333613197892,270.20487012982613
60,260,69.93818474914731,275.02039044288
60,265,70.30238552001079,279.8369686492503
60,270,70.6691933771032,284.3580747402976
60,275,71.17937357365295,289.3068857056579
60,280,71.627370935324,293.74019544792776
60,285,71.50451324017439,299.6246536473664
60,290,71.76752631917914,303.8015764076766
60,295,72.344414191445,308.94979685152913
60,300,72.65030545588039,313.91593147329206
60,305,72.73847952255257,319.03036397813065
60,310,73.8982820967663,323.07073105961166
60,315,73.47470880173256,327.97910928582
60,320,73.98796645929069,333.53240256048383
60,325,74.3301509436904,338.15242318664536
60,330,74.61331394688372,343.6343090088623
60,335,74.95932702055626,348.6245022171423
60,340,75.54736658371019,353.3433017873415
60,345,75.85459326027915,358.4645526416792
60,350,76.20690940341248,363.5654307412105
60,355,76.39936956914576,368.7653004903468
60,360,76.53827161160488,373.5989261140739
60,365,77.09607317367636,378.670358295557
60,370,77.43855889815762,383.379969725656
60,375,77.81307031307537,388.3885141901515
70,200,77.06888643416781,216.37227082738022
70,205,77.2953116721353,221.2285979643245
70,210,77.4051714496598,225.95920611207148
70,215,77.7360111443558,230.81115499908694
70,220,78.01661227743551,236.25315209276016
70,225,78.41492195654943,240.64670251663918
70,230,78.68934792690338,245.68816885422618
70,235,78.83784189273997,250.1883445140761
70,240,79.01897132714835,255.18697055446674
70,245,79.53083810305068,260.10882988496803
70,250,79.68410728314508,264.7670310879012
70,255,80.17321534502831,269.69689361252705
70,260,80.26690064709186,274.5756918257235
70,265,80.67012357918397,279.7544030011077
70,270,80.81441611300603,284.31963425007507
70,275,81.41023984139915,289.1849603543311
70,280,81.59028452946758,293.895710959614
70,285,81.70749042302273,298.82939371018733
70,290,82.00749670894989,303.19808635703185
70,295,82.48432056810394,308.1902415876592
70,300,82.77781777046798,313.2286807667174
70,305,83.0438842598086,318.17024900839215
70,310,83.8228757029732,323.52015931527535
70,315,83.9381416596124,328.6352446565318
70,320,84.2110369360965,333.62665921841534
70,325,84.59395627222324,338.153525307741
70,330,84.8175938171133,343.2916221819114
70,335,85.10838865651425,348.1074472381633
70,340,85.67599162786838,353.1676008951174
70,345,85.90031020638844,358.5374735934171
70,350,86.41485357385288,363.32168161587185
70,355,86.59054383726478,367.7610021881601
70,360,87.00851381409159,373.21128619513985
70,365,87.18126415793867,378.41278594201356
70,370,87.72452518026788,383.52889810243425
70,375,87.94321607570056,388.2845360231122
80,200,86.90512834120817,215.73517751690383
80,205,87.39820854458094,220.86216786326054
80,210,87.29603526636323,225.8311029117475
80,215,87.649496682631,230.74845834500448
80,220,87.91215173384545,235.67197875834108
80,225,88.36939298613098,240.53285665842708
80,230,88.57057212836094,245.06053988026625
80,235,88.87678540457917,249.40379892837515
80,240,89.08582391014112,255.27529354423953
80,245,89.52723283014048,259.32420112773485
80,250,89.62418001695048,263.973032751641
80,255,89.81970416298351,269.1628047727985
80,260,90.18059728819514,273.5232573203521
80,265,90.80315997474338,278.3455269413389
80,270,90.9114699511437,283.99659041398553
80,275,91.40238033833667,288.71504104514906
80,280,92.02418240278644,294.35358130002385
80,285,92.2360507667685,298.33651252687554
80,290,92.39487885383402,303.07766072864723
80,295,93.36066290135096,308.1747970587314
80,300,93.96492531229256,312.7455260638159
80,305,94.27200767521849,317.63320024249157
80,310,94.17909303827147,323.7256701258767
80,315,94.41351573246686,327.8747456637181
80,320,94.83629503737409,333.3339622914689
80,325,95.14054593604669,337.805127148277
80,330,95.65836919796982,342.16483134924033
80,335,96.09670301701948,347.1838535136365
80,340,96.36661543449816,352.45222006059146
80,345,96.76213370548581,357.801638832978
80,350,97.36705074238523,362.3581206022837
80,355,97.9669316800839,367.7634846608392
80,360,98.11137752852534,372.91103593804723
80,365,98.50378887943894,378.3528622517014
80,370,99.09250535313687,382.89213679953514
80,375,99.07997781363802,387.67570211940773
90,200,97.20264405913287,215.27928375780286
90,205,97.27470893056066,220.7137510551724
90,210,97.60603221561162,224.87705119724797
90,215,97.71788119956378,229.54918210729477
90,220,98.21362230914404,234.8123519866725
90,225,98.70496572160256,239.33119279565398
90,230,98.87257894003265,244.81231711080906
90,235,99.10633936419856,249.54874972263016
90,240,99.36808599620963,254.78526128780723
90,245,99.88491468644096,259.2163693286819
90,250,100.46941075520795,263.7339316067026
90,255,100.44821947778802,268.1563635830776
90,260,100.89830203215446,272.85460443481844
90,265,101.24216799194181,277.9357350226908
90,270,101.48398913640364,282.9658575091037
90,275,102.02288403520203,288.01229704326795
90,280,102.31430277257053,292.60428663412057
90,285,102.72901945105676,297.6908875579552
90,290,103.17383906525406,302.390425912797
90,295,103.71425850339105,308.59690593287826
90,300,104.18325710115231,312.10494691302074
90,305,104.23856087430072,318.1541476511503
90,310,104.49461091289305,322.50706788187466
90,315,104.80283585456701,327.6809322018355
90,320,105.10797877807505,332.62529003027254
90,325,105.42422642768003,337.1547410674496
90,330,105.98352726981942,342.3513908765588
90,335,106.12906347816784,347.4245942901675
90,340,106.6650430381367,352.2947532452281
90,345,106.98602050720982,357.2657010431433
90,350,107.46806049539792,361.78329409278615
90,355,108.28818437879517,366.94228946289473
90,360,108.43829127637424,372.91690493394816
90,365,109.03123530279858,377.58490767565183
90,370,108.93537413470597,382.61912397459787
90,375,109.5059758015367,388.6192978501281
100,200,107.60712279929756,214.15218127731552
100,205,107.76154607136081,218.78016953794528
100,210,107.85405221029393,224.0449546310317
100,215,108.15159218408476,229.2833965362251
100,220,108.14604529473273,233.26521881596946
100,225,108.68647979180984,239.00451260342388
100,230,109.2480050340464,243.67069036418215
100,235,109.72947472928792,248.67805668393754
100,240,109.58213934383193,252.87956050921707
100,245,110.2401183342057,258.01132674238687
100,250,110.46704778038841,262.9008536265405
100,255,110.72517558544624,268.2201799311837
100,260,111.12968100239029,272.1473016395725
100,265,111.63127982902913,277.5792788991132
100,270,112.18055790567395,282.06224029762507
100,275,112.45302804116878,287.7811145544568
100,280,112.8023724293567,292.6724795617865
100,285,113.19569137308982,297.3818018014487
100,290,113.34114479620222,302.17969700386
100,295,113.7706661725785,307.1215802648795
100,300,114.11276195332155,311.5503405452478
100,305,114.50111451237116,316.76889380289333
100,310,114.6356737784255,322.00008237204
100,315,115.1228364614045,327.50237538270164
100,320,115.38691508085391,331.6751649556826
100,325,116.00737150894693,337.3832721479075
100,330,115.9268289499877,342.0267124826496
100,335,116.52645498355845,346.66034867639445
100,340,116.75045670505837,352.2422099941737
100,345,117.13613877219449,357.0198065647127
100,350,117.56909987945187,362.566793894185
100,355,117.8850292092149,367.5874155493016
100,360,118.18257794500272,372.65848333214893
100,365,118.60909467367027,377.4962602208164
100,370,119.31899474492168,382.3637299310118
100,375,119.50766858213336,387.09726189903074
110,200,120.34302598844825,212.62982380535834
110,205,120.58355766798968,217.67671714687782
110,210,121.00666539813965,222.0614313864197
110,215,120.90788845162618,227.610205314492
110,220,121.41657213301467,231.70923241481293
110,225,121.21709996579101,236.71935547834758
110,230,122.22585316145857,241.5452574437972
110,235,122.72466206248572,246.46128135025472
110,240,123.19082614626204,251.92384589448073
110,245,123.38888929485132,256.9494311322902
110,250,123.84682203954935,262.21825469409566
110,255,124.16499730898684,266.35508580144824
110,260,124.24284915843404,271.2647574502097
110,265,124.75566800614808,275.86093825071987
110,270,125.05494344530332,281.68784839412905
110,275,125.31733380045287,285.93131482449314
110,280,125.63717669691862,290.73086095743344
110,285,126.22878757572008,296.30080953341604
110,290,126.71468859814082,300.7521927041063
110,295,127.1959356698542,305.6978905535464
110,300,127.61355203169907,310.0405820334774
110,305,127.95238497255455,315.81630501263066
110,310,128.00350943068312,321.32171604837566
110,315,128.63290296374504,326.0592727134093
110,320,128.9450839442645,331.3935678167438
110,325,129.4232439069159,335.838084698597
110,330,130.03252130099358,341.0495440134534
110,335,130.00428290440271,345.7677150926171
110,340,130.7290084051406,350.9221585347912
110,345,131.01941669490895,355.7921808147891
110,350,131.08371642897123,360.20469459729424
110,355,131.72434663791594,365.51826405609665
110,360,131.93516697709273,370.4440189181967
110,365,132.65628736411844,376.15706416171923
110,370,132.85474795458546,381.2389152491382
110,375,133.32409232042136,386.23576317077794
120,200,132.1354720196575,209.143220379846
120,205,131.9341446172823,213.36327763820546
120,210,133.07779207415484,219.39038409411927
120,215,132.998226354406,224.05740207761474
120,220,133.0212052134651,228.82934056111938
120,225,133.72019274210976,233.91537403911346
120,230,134.25457473219024,239.0120910757184
120,235,134.59389419693974,244.06199615533126
120,240,135.2139690845301,248.58557917930924
120,245,135.66212788436107,253.85613599485762
120,260,137.37380173019434,268.0605185411461
120,265,137.76381455009576,274.6010917665941
120,270,138.35764178198693,279.1222533780832
120,275,138.6514837672794,284.193375554434
120,280,139.60582835454315,288.3058118093325
120,285,139.87943428368433,292.70122100892917
120,290,140.47565421666272,297.5116336411768
120,295,141.30904034974816,303.4463648657332
120,300,141.75774704900033,307.6055740632359
120,305,142.19761869652586,313.34941123297386
120,310,142.17847936020084,318.23854320636826
120,315,142.68958232572314,323.279043656391
120,320,143.3649038229204,328.3320019443869
120,325,144.3073990521708,333.11186868650833
120,330,144.89315136474357,338.80917779164486
120,335,145.50340851207625,343.4156522413997
120,340,145.68721386760262,348.05389032226594
120,345,146.0745030650834,354.3380008421077
120,350,146.5566323002718,358.98291797627274
